,System,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,category,subcategory
GO:0071559,Digestive,GO:0071559,response to transforming growth factor beta,6/84,293/18870,0.0019643085483150792,0.022503924599671217,0.016605166999521807,ACTA2/CDH5/HSPA5/LRG1/THBS1/VASN,6,,
GO:0045471,Digestive,GO:0045471,response to ethanol,4/84,121/18870,0.002090529232667411,0.023623064679082338,0.017430956644886655,ADIPOQ/CD14/SOD2/VCAM1,4,,
GO:0034332,Digestive,GO:0034332,adherens junction organization,3/84,57/18870,0.002093718355621443,0.023623064679082338,0.017430956644886655,CDH1/CDH5/VCL,3,,
GO:0061005,Digestive,GO:0061005,cell differentiation involved in kidney development,3/84,57/18870,0.002093718355621443,0.023623064679082338,0.017430956644886655,ACTA2/ADIPOQ/PODXL,3,,
GO:0031102,Digestive,GO:0031102,neuron projection regeneration,3/84,58/18870,0.0022008802948549574,0.024481995056288806,0.018064743089171307,FLNA/MMP2/SPP1,3,,
GO:0061756,Digestive,GO:0061756,leukocyte adhesion to vascular endothelial cell,3/84,58/18870,0.0022008802948549574,0.024481995056288806,0.018064743089171307,ITGB1/LRG1/VCAM1,3,,
GO:0000302,Digestive,GO:0000302,response to reactive oxygen species,5/84,205/18870,0.002221066392192241,0.024481995056288806,0.018064743089171307,APOE/AXL/CAMKK2/MMP2/SOD2,5,,
GO:0034374,Digestive,GO:0034374,low-density lipoprotein particle remodeling,2/84,16/18870,0.002256386423584566,0.024481995056288806,0.018064743089171307,APOB/APOE,2,,
GO:0034375,Digestive,GO:0034375,high-density lipoprotein particle remodeling,2/84,16/18870,0.002256386423584566,0.024481995056288806,0.018064743089171307,APOE/PLTP,2,,
GO:0048532,Digestive,GO:0048532,anatomical structure arrangement,2/84,16/18870,0.002256386423584566,0.024481995056288806,0.018064743089171307,HSPA5/NRP1,2,,
GO:0072378,Digestive,GO:0072378,"blood coagulation, fibrin clot formation",2/84,16/18870,0.002256386423584566,0.024481995056288806,0.018064743089171307,FBLN1/FLNA,2,,
GO:0032869,Digestive,GO:0032869,cellular response to insulin stimulus,5/84,206/18870,0.002268474922404558,0.024481995056288806,0.018064743089171307,ADIPOQ/CTSD/GOT1/PKM/YWHAG,5,,
GO:0034284,Digestive,GO:0034284,response to monosaccharide,5/84,206/18870,0.002268474922404558,0.024481995056288806,0.018064743089171307,ADIPOQ/HNF4A/ICAM1/SOD2/THBS1,5,,
GO:0002688,Digestive,GO:0002688,regulation of leukocyte chemotaxis,4/84,126/18870,0.002422044106360466,0.025923890143193587,0.019128686785205278,C5/DPP4/LBP/THBS1,4,,
GO:0002011,Digestive,GO:0002011,morphogenesis of an epithelial sheet,3/84,60/18870,0.002425287842402623,0.025923890143193587,0.019128686785205278,FLNA/ITGB1/LRG1,3,,
GO:0051384,Digestive,GO:0051384,response to glucocorticoid,4/84,127/18870,0.0024924357368615105,0.026010926650546197,0.019192909171538118,ADIPOQ/GOT1/IGFBP2/IGFBP7,4,,
GO:1900024,Digestive,GO:1900024,regulation of substrate adhesion-dependent cell spreading,3/84,61/18870,0.0025426042147588504,0.026010926650546197,0.019192909171538118,FBLN1/FLNA/NRP1,3,,
GO:2000351,Digestive,GO:2000351,regulation of endothelial cell apoptotic process,3/84,61/18870,0.0025426042147588504,0.026010926650546197,0.019192909171538118,CDH5/ICAM1/THBS1,3,,
GO:0008228,Digestive,GO:0008228,opsonization,2/84,17/18870,0.002549862549896874,0.026010926650546197,0.019192909171538118,CRP/LBP,2,,
GO:0021535,Digestive,GO:0021535,cell migration in hindbrain,2/84,17/18870,0.002549862549896874,0.026010926650546197,0.019192909171538118,FLNA/ITGB1,2,,
GO:0032488,Digestive,GO:0032488,Cdc42 protein signal transduction,2/84,17/18870,0.002549862549896874,0.026010926650546197,0.019192909171538118,APOE/NRP1,2,,
GO:0055089,Digestive,GO:0055089,fatty acid homeostasis,2/84,17/18870,0.002549862549896874,0.026010926650546197,0.019192909171538118,APOE/GOT1,2,,
GO:1900120,Digestive,GO:1900120,regulation of receptor binding,2/84,17/18870,0.002549862549896874,0.026010926650546197,0.019192909171538118,ADIPOQ/NRP1,2,,
GO:1901550,Digestive,GO:1901550,regulation of endothelial cell development,2/84,17/18870,0.002549862549896874,0.026010926650546197,0.019192909171538118,CDH5/VCL,2,,
GO:1903140,Digestive,GO:1903140,regulation of establishment of endothelial barrier,2/84,17/18870,0.002549862549896874,0.026010926650546197,0.019192909171538118,CDH5/VCL,2,,
GO:0030301,Digestive,GO:0030301,cholesterol transport,4/84,128/18870,0.002564222671943172,0.026038515677822935,0.019213266527574196,ADIPOQ/APOB/APOE/PLTP,4,,
GO:0007159,Digestive,GO:0007159,leukocyte cell-cell adhesion,7/84,419/18870,0.0026404224979267284,0.02669096769397426,0.019694696983821182,DPP4/FGL1/ICAM1/IGFBP2/ITGB1/LRG1/VCAM1,7,,
GO:0045216,Digestive,GO:0045216,cell-cell junction organization,5/84,214/18870,0.0026747341140228907,0.026916018066338462,0.01986075686372616,CDH1/CDH5/DSG2/FLNA/VCL,5,,
GO:0052547,Digestive,GO:0052547,regulation of peptidase activity,6/84,312/18870,0.002687410798515161,0.02692231266315188,0.019865401512743647,CTSD/GAPDH/SERPINA11/SERPINA3/THBS1/TIMP1,6,,
GO:0071621,Digestive,GO:0071621,granulocyte chemotaxis,4/84,130/18870,0.0027120376339529154,0.02704773247433399,0.019957946122040722,DPP4/LBP/SAA1/THBS1,4,,
GO:0032757,Digestive,GO:0032757,positive regulation of interleukin-8 production,3/84,63/18870,0.002787634162502134,0.027434249863567257,0.02024314907710801,ADIPOQ/CD14/LBP,3,,
GO:0051893,Digestive,GO:0051893,regulation of focal adhesion assembly,3/84,63/18870,0.002787634162502134,0.027434249863567257,0.02024314907710801,NRP1/THBS1/VCL,3,,
GO:0090109,Digestive,GO:0090109,regulation of cell-substrate junction assembly,3/84,63/18870,0.002787634162502134,0.027434249863567257,0.02024314907710801,NRP1/THBS1/VCL,3,,
GO:0006735,Digestive,GO:0006735,NADH regeneration,2/84,18/18870,0.0028603246986236694,0.027662187778031505,0.020411339612871574,ENO1/PKM,2,,
GO:0010755,Digestive,GO:0010755,regulation of plasminogen activation,2/84,18/18870,0.0028603246986236694,0.027662187778031505,0.020411339612871574,ENO1/THBS1,2,,
GO:0061621,Digestive,GO:0061621,canonical glycolysis,2/84,18/18870,0.0028603246986236694,0.027662187778031505,0.020411339612871574,ENO1/PKM,2,,
GO:0061718,Digestive,GO:0061718,glucose catabolic process to pyruvate,2/84,18/18870,0.0028603246986236694,0.027662187778031505,0.020411339612871574,ENO1/PKM,2,,
GO:0051346,Digestive,GO:0051346,negative regulation of hydrolase activity,5/84,218/18870,0.0028965546245306624,0.02789182341035129,0.02058078285850734,GAPDH/SERPINA11/SERPINA3/THBS1/TIMP1,5,,
GO:0010810,Digestive,GO:0010810,regulation of cell-substrate adhesion,5/84,220/18870,0.003012325607243999,0.028882126208511136,0.02131150621614684,FBLN1/FLNA/NRP1/THBS1/VCL,5,,
GO:0016032,Digestive,GO:0016032,viral process,7/84,432/18870,0.0031274800332238666,0.029858078607786828,0.022031640719876632,APOE/AXL/DPP4/ICAM1/ITGB1/MRC1/NRP1,7,,
GO:0050771,Digestive,GO:0050771,negative regulation of axonogenesis,3/84,66/18870,0.0031816688226435175,0.02992076438770824,0.02207789522270702,CDH1/NRP1/SPP1,3,,
GO:0002544,Digestive,GO:0002544,chronic inflammatory response,2/84,19/18870,0.0031876194826654255,0.02992076438770824,0.02207789522270702,THBS1/VCAM1,2,,
GO:0032026,Digestive,GO:0032026,response to magnesium ion,2/84,19/18870,0.0031876194826654255,0.02992076438770824,0.02207789522270702,CD14/THBS1,2,,
GO:0072376,Digestive,GO:0072376,protein activation cascade,2/84,19/18870,0.0031876194826654255,0.02992076438770824,0.02207789522270702,FBLN1/FLNA,2,,
GO:0072577,Digestive,GO:0072577,endothelial cell apoptotic process,3/84,67/18870,0.0033202056771310332,0.03103489323309928,0.022899987185145115,CDH5/ICAM1/THBS1,3,,
GO:0008202,Digestive,GO:0008202,steroid metabolic process,6/84,327/18870,0.0033869741722115446,0.031527084586335796,0.023263164709137186,APOB/APOE/APOF/H6PD/IGFBP7/SPP1,6,,
GO:0150116,Digestive,GO:0150116,regulation of cell-substrate junction organization,3/84,68/18870,0.003462390048946433,0.03196272466672038,0.023584614252501586,NRP1/THBS1/VCL,3,,
GO:2000379,Digestive,GO:2000379,positive regulation of reactive oxygen species metabolic process,3/84,68/18870,0.003462390048946433,0.03196272466672038,0.023584614252501586,CRP/SOD2/THBS1,3,,
GO:0055093,Digestive,GO:0055093,response to hyperoxia,2/84,20/18870,0.0035315945156194997,0.032295450455008624,0.023830125530105786,MMP2/SOD2,2,,
GO:0061620,Digestive,GO:0061620,glycolytic process through glucose-6-phosphate,2/84,20/18870,0.0035315945156194997,0.032295450455008624,0.023830125530105786,ENO1/PKM,2,,
GO:0021700,Digestive,GO:0021700,developmental maturation,6/84,330/18870,0.0035418018627919037,0.032295450455008624,0.023830125530105786,AXL/B4GALT5/C1QA/CDH5/MMP2/YWHAZ,6,,
GO:0007179,Digestive,GO:0007179,transforming growth factor beta receptor signaling pathway,5/84,229/18870,0.003575059873086802,0.032466194132015916,0.023956113655344165,CDH5/HSPA5/LRG1/THBS1/VASN,5,,
GO:0032835,Digestive,GO:0032835,glomerulus development,3/84,69/18870,0.0036082519386256575,0.03254436678749693,0.024013795594034864,ACTA2/ADIPOQ/PODXL,3,,
GO:0015918,Digestive,GO:0015918,sterol transport,4/84,141/18870,0.003630640688216038,0.03254436678749693,0.024013795594034864,ADIPOQ/APOB/APOE/PLTP,4,,
GO:0002685,Digestive,GO:0002685,regulation of leukocyte migration,5/84,230/18870,0.003641938986962503,0.03254436678749693,0.024013795594034864,C5/DPP4/ICAM1/LBP/THBS1,5,,
GO:0009743,Digestive,GO:0009743,response to carbohydrate,5/84,230/18870,0.003641938986962503,0.03254436678749693,0.024013795594034864,ADIPOQ/HNF4A/ICAM1/SOD2/THBS1,5,,
GO:0048662,Digestive,GO:0048662,negative regulation of smooth muscle cell proliferation,3/84,70/18870,0.0037578207418576684,0.033446101742271035,0.024679166625074897,ADIPOQ/APOE/SOD2,3,,
GO:0050920,Digestive,GO:0050920,regulation of chemotaxis,5/84,232/18870,0.0037783896330978004,0.0334957239696051,0.024715781810489373,C5/DPP4/LBP/NRP1/THBS1,5,,
GO:0061318,Digestive,GO:0061318,renal filtration cell differentiation,2/84,21/18870,0.003892098406083398,0.03409783466349142,0.025160066476477196,ADIPOQ/PODXL,2,,
GO:0072112,Digestive,GO:0072112,podocyte differentiation,2/84,21/18870,0.003892098406083398,0.03409783466349142,0.025160066476477196,ADIPOQ/PODXL,2,,
GO:2001044,Digestive,GO:2001044,regulation of integrin-mediated signaling pathway,2/84,21/18870,0.003892098406083398,0.03409783466349142,0.025160066476477196,FLNA/TIMP1,2,,
GO:0045861,Digestive,GO:0045861,negative regulation of proteolysis,5/84,235/18870,0.00398989717599304,0.03481808707487676,0.025691525401336762,GAPDH/SERPINA11/SERPINA3/THBS1/TIMP1,5,,
GO:0046165,Digestive,GO:0046165,alcohol biosynthetic process,4/84,145/18870,0.004011267574459346,0.034868372612226375,0.025728630029094146,APOB/APOE/GOT1/H6PD,4,,
GO:0014823,Digestive,GO:0014823,response to activity,3/84,72/18870,0.004068193682137171,0.03495517186882477,0.02579267735314498,ADIPOQ/MMP2/SOD2,3,,
GO:0032722,Digestive,GO:0032722,positive regulation of chemokine production,3/84,72/18870,0.004068193682137171,0.03495517186882477,0.02579267735314498,ADIPOQ/C5/LBP,3,,
GO:0070527,Digestive,GO:0070527,platelet aggregation,3/84,72/18870,0.004068193682137171,0.03495517186882477,0.02579267735314498,FGL1/FLNA/VCL,3,,
GO:0051651,Digestive,GO:0051651,maintenance of location in cell,5/84,237/18870,0.004135534669293431,0.03539764157548477,0.026119166332379568,ANXA6/APOE/FLNA/GSTO1/HSPA5,5,,
GO:0035313,Digestive,GO:0035313,"wound healing, spreading of epidermal cells",2/84,22/18870,0.004268980751987833,0.036261988592930866,0.02675694960021191,ITGB1/LRG1,2,,
GO:0072311,Digestive,GO:0072311,glomerular epithelial cell differentiation,2/84,22/18870,0.004268980751987833,0.036261988592930866,0.02675694960021191,ADIPOQ/PODXL,2,,
GO:0045123,Digestive,GO:0045123,cellular extravasation,3/84,74/18870,0.004393732156923821,0.03718029408548416,0.027434547678399934,ICAM1/ITGB1/VCAM1,3,,
GO:0031960,Digestive,GO:0031960,response to corticosteroid,4/84,149/18870,0.004418066202677308,0.03724513168596644,0.02748238996382389,ADIPOQ/GOT1/IGFBP2/IGFBP7,4,,
GO:0002274,Digestive,GO:0002274,myeloid leukocyte activation,5/84,241/18870,0.004438167971153062,0.037273937020886994,0.027503644807383043,C1QA/CD93/FCGR3A/LBP/THBS1,5,,
GO:2001234,Digestive,GO:2001234,negative regulation of apoptotic signaling pathway,5/84,243/18870,0.004595270341633613,0.03844881626670222,0.028370563197312192,ENO1/ICAM1/NRP1/SOD2/THBS1,5,,
GO:0045765,Digestive,GO:0045765,regulation of angiogenesis,6/84,349/18870,0.00464800153663089,0.03871789527695167,0.02856911087202861,CDH5/ITGB1/LRG1/NRP1/PKM/THBS1,6,,
GO:0002689,Digestive,GO:0002689,negative regulation of leukocyte chemotaxis,2/84,23/18870,0.004662092134959713,0.03871789527695167,0.02856911087202861,C5/DPP4,2,,
GO:0006936,Digestive,GO:0006936,muscle contraction,6/84,351/18870,0.004777735093756012,0.03953133407204048,0.029169330046089334,ACTA2/ANXA6/DSG2/ENO1/FLNA/GSTO1,6,,
GO:1903036,Digestive,GO:1903036,positive regulation of response to wounding,3/84,77/18870,0.0049109408145883065,0.04027183538711437,0.029715730206012862,FLNA/ITGB1/THBS1,3,,
GO:0033002,Digestive,GO:0033002,muscle cell proliferation,5/84,247/18870,0.004921312023582015,0.04027183538711437,0.029715730206012862,ADIPOQ/APOE/MMP2/SOD2/THBS1,5,,
GO:0045926,Digestive,GO:0045926,negative regulation of growth,5/84,247/18870,0.004921312023582015,0.04027183538711437,0.029715730206012862,CDH1/ENO1/HNF4A/NRP1/SPP1,5,,
GO:0008037,Digestive,GO:0008037,cell recognition,4/84,154/18870,0.004964605613669491,0.04028745646681044,0.029727256668249144,CRP/LBP/NRP1/ROBO4,4,,
GO:0034614,Digestive,GO:0034614,cellular response to reactive oxygen species,4/84,154/18870,0.004964605613669491,0.04028745646681044,0.029727256668249144,AXL/CAMKK2/MMP2/SOD2,4,,
GO:1901342,Digestive,GO:1901342,regulation of vasculature development,6/84,354/18870,0.004977322285067001,0.04028745646681044,0.029727256668249144,CDH5/ITGB1/LRG1/NRP1/PKM/THBS1,6,,
GO:0051043,Digestive,GO:0051043,regulation of membrane protein ectodomain proteolysis,2/84,24/18870,0.005071284114714767,0.04075269320961435,0.030070544958891804,APOE/TIMP1,2,,
GO:0061615,Digestive,GO:0061615,glycolytic process through fructose-6-phosphate,2/84,24/18870,0.005071284114714767,0.04075269320961435,0.030070544958891804,ENO1/PKM,2,,
GO:0032720,Digestive,GO:0032720,negative regulation of tumor necrosis factor production,3/84,78/18870,0.005091152477129698,0.04076571553371952,0.0300801538546882,ADIPOQ/AXL/LBP,3,,
GO:0090287,Digestive,GO:0090287,regulation of cellular response to growth factor stimulus,6/84,357/18870,0.005182989910440766,0.04130416011222064,0.030477460649171898,CDH5/HSPA5/LRG1/NRP1/THBS1/VASN,6,,
GO:0097530,Digestive,GO:0097530,granulocyte migration,4/84,156/18870,0.005195375555744852,0.04130416011222064,0.030477460649171898,DPP4/LBP/SAA1/THBS1,4,,
GO:1901617,Digestive,GO:1901617,organic hydroxy compound biosynthetic process,5/84,251/18870,0.005263488675563013,0.04169728262839635,0.030767537386829708,APOB/APOE/GOT1/H6PD/PLTP,5,,
GO:0032371,Digestive,GO:0032371,regulation of sterol transport,3/84,80/18870,0.005463435049359051,0.04234130415604587,0.03124274716504162,ADIPOQ/APOE/PLTP,3,,
GO:0032374,Digestive,GO:0032374,regulation of cholesterol transport,3/84,80/18870,0.005463435049359051,0.04234130415604587,0.03124274716504162,ADIPOQ/APOE/PLTP,3,,
GO:0048844,Digestive,GO:0048844,artery morphogenesis,3/84,80/18870,0.005463435049359051,0.04234130415604587,0.03124274716504162,APOB/APOE/NRP1,3,,
GO:1903556,Digestive,GO:1903556,negative regulation of tumor necrosis factor superfamily cytokine production,3/84,80/18870,0.005463435049359051,0.04234130415604587,0.03124274716504162,ADIPOQ/AXL/LBP,3,,
GO:0006706,Digestive,GO:0006706,steroid catabolic process,2/84,25/18870,0.005496409223479544,0.04234130415604587,0.03124274716504162,APOE/SPP1,2,,
GO:0045540,Digestive,GO:0045540,regulation of cholesterol biosynthetic process,2/84,25/18870,0.005496409223479544,0.04234130415604587,0.03124274716504162,APOB/APOE,2,,
GO:0072010,Digestive,GO:0072010,glomerular epithelium development,2/84,25/18870,0.005496409223479544,0.04234130415604587,0.03124274716504162,ADIPOQ/PODXL,2,,
GO:0106118,Digestive,GO:0106118,regulation of sterol biosynthetic process,2/84,25/18870,0.005496409223479544,0.04234130415604587,0.03124274716504162,APOB/APOE,2,,
GO:0045785,Digestive,GO:0045785,positive regulation of cell adhesion,7/84,482/18870,0.0056675849564452934,0.043442782109456936,0.03205550430354311,DPP4/FLNA/IGFBP2/NRP1/PODXL/SAA1/VCAM1,7,,
GO:0017015,Digestive,GO:0017015,regulation of transforming growth factor beta receptor signaling pathway,4/84,160/18870,0.00567828664993797,0.043442782109456936,0.03205550430354311,HSPA5/LRG1/THBS1/VASN,4,,
GO:0032816,Digestive,GO:0032816,positive regulation of natural killer cell activation,2/84,26/18870,0.005937320960443025,0.045115561311665706,0.03328981247423479,AXL/FCGR3A,2,,
GO:0060343,Digestive,GO:0060343,trabecula formation,2/84,26/18870,0.005937320960443025,0.045115561311665706,0.03328981247423479,ADGRG6/MMP2,2,,
GO:0019935,Digestive,GO:0019935,cyclic-nucleotide-mediated signaling,3/84,83/18870,0.0060518537760793105,0.04527432656111761,0.033406961972723075,ADGRG6/APOE/THBS1,3,,
GO:0035023,Digestive,GO:0035023,regulation of Rho protein signal transduction,3/84,83/18870,0.0060518537760793105,0.04527432656111761,0.033406961972723075,APOE/ITGB1/NRP1,3,,
GO:0042310,Digestive,GO:0042310,vasoconstriction,3/84,83/18870,0.0060518537760793105,0.04527432656111761,0.033406961972723075,ACTA2/CRP/MMP2,3,,
GO:0043524,Digestive,GO:0043524,negative regulation of neuron apoptotic process,4/84,163/18870,0.0060595450500331985,0.04527432656111761,0.033406961972723075,APOE/AXL/NRP1/SOD2,4,,
GO:1903844,Digestive,GO:1903844,regulation of cellular response to transforming growth factor beta stimulus,4/84,163/18870,0.0060595450500331985,0.04527432656111761,0.033406961972723075,HSPA5/LRG1/THBS1/VASN,4,,
GO:0071695,Digestive,GO:0071695,anatomical structure maturation,5/84,261/18870,0.006192274024948344,0.046111800572448666,0.034024916221295116,AXL/B4GALT5/C1QA/CDH5/MMP2,5,,
GO:0022407,Digestive,GO:0022407,regulation of cell-cell adhesion,7/84,493/18870,0.006390172288201909,0.04652740729138073,0.03433158357362401,ADIPOQ/CDH1/DPP4/FGL1/IGFBP2/PODXL/VCAM1,7,,
GO:0006007,Digestive,GO:0006007,glucose catabolic process,2/84,27/18870,0.006393873786237191,0.04652740729138073,0.03433158357362401,ENO1/PKM,2,,
GO:0031639,Digestive,GO:0031639,plasminogen activation,2/84,27/18870,0.006393873786237191,0.04652740729138073,0.03433158357362401,ENO1/THBS1,2,,
GO:0034377,Digestive,GO:0034377,plasma lipoprotein particle assembly,2/84,27/18870,0.006393873786237191,0.04652740729138073,0.03433158357362401,APOB/APOE,2,,
GO:0036296,Digestive,GO:0036296,response to increased oxygen levels,2/84,27/18870,0.006393873786237191,0.04652740729138073,0.03433158357362401,MMP2/SOD2,2,,
GO:0060384,Digestive,GO:0060384,innervation,2/84,27/18870,0.006393873786237191,0.04652740729138073,0.03433158357362401,NRP1/VCAM1,2,,
GO:0150146,Digestive,GO:0150146,cell junction disassembly,2/84,27/18870,0.006393873786237191,0.04652740729138073,0.03433158357362401,C1QA/ITGB1,2,,
GO:0071216,Digestive,GO:0071216,cellular response to biotic stimulus,5/84,265/18870,0.00659421583911654,0.04782947462528035,0.035292351346741295,AXL/CD14/HSPA5/LBP/MRC1,5,,
GO:0010758,Digestive,GO:0010758,regulation of macrophage chemotaxis,2/84,28/18870,0.006865923117446804,0.049478942723794064,0.03650945875015856,C5/THBS1,2,,
GO:0018149,Digestive,GO:0018149,peptide cross-linking,2/84,28/18870,0.006865923117446804,0.049478942723794064,0.03650945875015856,KRT10/THBS1,2,,
HALLMARK_XENOBIOTIC_METABOLISM,Reproductive,HALLMARK_XENOBIOTIC_METABOLISM,HALLMARK_XENOBIOTIC_METABOLISM,5/16,200/4383,0.0005443213641310987,0.01251939137501527,0.010313457425641872,CNDP2/F11/FAH/HGFAC/VTN,5,,
hsa04979,Reproductive,hsa04979,Cholesterol metabolism,3/18,51/8843,0.00013874766711588192,0.006382392687330568,0.005403856508723822,APOA2/APOC2/APOH,3,Organismal Systems,Digestive system
hsa04610,Reproductive,hsa04610,Complement and coagulation cascades,3/18,88/8843,0.0006974639002464344,0.01604166970566799,0.013582191741641091,F11/KLKB1/VTN,3,Organismal Systems,Immune system
R-HSA-8963888,Reproductive,R-HSA-8963888,Chylomicron assembly,2/22,10/11009,0.0001698979806796878,0.006880868217527356,0.004560419481402147,APOA2/APOC2,2,,
R-HSA-8963901,Reproductive,R-HSA-8963901,Chylomicron remodeling,2/22,10/11009,0.0001698979806796878,0.006880868217527356,0.004560419481402147,APOA2/APOC2,2,,
R-HSA-2168880,Reproductive,R-HSA-2168880,Scavenging of heme from plasma,2/22,13/11009,0.0002934217432008203,0.007286455838750364,0.004829229990594784,APOL1/JCHAIN,2,,
R-HSA-9651496,Reproductive,R-HSA-9651496,Defects of contact activation system (CAS) and kallikrein/kinin system (KKS),2/22,16/11009,0.00044978122461422003,0.007286455838750364,0.004829229990594784,F11/KLKB1,2,,
R-HSA-9671793,Reproductive,R-HSA-9671793,Diseases of hemostasis,2/22,16/11009,0.00044978122461422003,0.007286455838750364,0.004829229990594784,F11/KLKB1,2,,
R-HSA-8963898,Reproductive,R-HSA-8963898,Plasma lipoprotein assembly,2/22,19/11009,0.0006386147920663322,0.008621299692895485,0.005713921823751394,APOA2/APOC2,2,,
R-HSA-140837,Reproductive,R-HSA-140837,Intrinsic Pathway of Fibrin Clot Formation,2/22,23/11009,0.0009402883572270641,0.010880479562198885,0.00721123401783162,F11/KLKB1,2,,
R-HSA-8957275,Reproductive,R-HSA-8957275,Post-translational protein phosphorylation,3/22,108/11009,0.0012344572540130654,0.012498879696882287,0.008283857888771886,APOA2/APOL1/NUCB1,3,,
R-HSA-381426,Reproductive,R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),3/22,125/11009,0.0018795411233203173,0.014283469136932715,0.009466626718434939,APOA2/APOL1/NUCB1,3,,
R-HSA-114608,Reproductive,R-HSA-114608,Platelet degranulation,3/22,129/11009,0.002056706760714508,0.014283469136932715,0.009466626718434939,ALDOA/APOH/SOD1,3,,
R-HSA-8963899,Reproductive,R-HSA-8963899,Plasma lipoprotein remodeling,2/22,34/11009,0.0020574330182172675,0.014283469136932715,0.009466626718434939,APOA2/APOC2,2,,
R-HSA-70263,Reproductive,R-HSA-70263,Gluconeogenesis,2/22,35/11009,0.0021794897726622165,0.014283469136932715,0.009466626718434939,ALDOA/MDH1,2,,
R-HSA-76005,Reproductive,R-HSA-76005,Response to elevated platelet cytosolic Ca2+,3/22,134/11009,0.002292408626915127,0.014283469136932715,0.009466626718434939,ALDOA/APOH/SOD1,3,,
R-HSA-140877,Reproductive,R-HSA-140877,Formation of Fibrin Clot (Clotting Cascade),2/22,39/11009,0.00270119933211842,0.01562836756439943,0.01035798240135635,F11/KLKB1,2,,
R-HSA-2173782,Reproductive,R-HSA-2173782,Binding and Uptake of Ligands by Scavenger Receptors,2/22,42/11009,0.003127285066950192,0.01688733936153104,0.011192388660663846,APOL1/JCHAIN,2,,
R-HSA-975634,Reproductive,R-HSA-975634,Retinoid metabolism and transport,2/22,44/11009,0.0034277274282179223,0.017352870105353232,0.011500927555204873,APOA2/APOC2,2,,
R-HSA-6806667,Reproductive,R-HSA-6806667,Metabolism of fat-soluble vitamins,2/22,48/11009,0.00406748947837661,0.019380391044029728,0.012844703615926137,APOA2/APOC2,2,,
R-HSA-174824,Reproductive,R-HSA-174824,"Plasma lipoprotein assembly, remodeling, and clearance",2/22,75/11009,0.009685887964095882,0.04235743439937336,0.028073153403093454,APOA2/APOC2,2,,
R-HSA-3000178,Reproductive,R-HSA-3000178,ECM proteoglycans,2/22,76/11009,0.009935694488741898,0.04235743439937336,0.028073153403093454,TNXB/VTN,2,,
GO:0051917,Reproductive,GO:0051917,regulation of fibrinolysis,4/26,18/18870,8.549670993592083e-09,6.0531670634631944e-06,4.202838267376318e-06,APOH/F11/KLKB1/VTN,4,,
GO:0042730,Reproductive,GO:0042730,fibrinolysis,4/26,27/18870,4.8624673254480016e-08,1.7213134332085927e-05,1.1951432847285351e-05,APOH/F11/KLKB1/VTN,4,,
GO:0030195,Reproductive,GO:0030195,negative regulation of blood coagulation,4/26,48/18870,5.286450978967696e-07,0.00010179246064130138,7.067659696623214e-05,APOH/F11/KLKB1/VTN,4,,
GO:1900047,Reproductive,GO:1900047,negative regulation of hemostasis,4/26,49/18870,5.750986476909683e-07,0.00010179246064130138,7.067659696623214e-05,APOH/F11/KLKB1/VTN,4,,
GO:0050819,Reproductive,GO:0050819,negative regulation of coagulation,4/26,52/18870,7.3277837489739e-07,0.00010376141788547042,7.204368443728024e-05,APOH/F11/KLKB1/VTN,4,,
GO:0031638,Reproductive,GO:0031638,zymogen activation,4/26,59/18870,1.2238771626010544e-06,0.00014441750518692442,0.0001002720412166127,APOH/F11/HGFAC/KLKB1,4,,
GO:0030193,Reproductive,GO:0030193,regulation of blood coagulation,4/26,68/18870,2.1716350151074874e-06,0.0002159777489263121,0.000149957788802539,APOH/F11/KLKB1/VTN,4,,
GO:1900046,Reproductive,GO:1900046,regulation of hemostasis,4/26,70/18870,2.4404265415402495e-06,0.0002159777489263121,0.000149957788802539,APOH/F11/KLKB1/VTN,4,,
GO:0050818,Reproductive,GO:0050818,regulation of coagulation,4/26,73/18870,2.8888847985371126e-06,0.00022725893748491954,0.0001577905498148341,APOH/F11/KLKB1/VTN,4,,
GO:0061045,Reproductive,GO:0061045,negative regulation of wound healing,4/26,75/18870,3.219999955351339e-06,0.0002279759968388748,0.0001582884188577974,APOH/F11/KLKB1/VTN,4,,
GO:0031639,Reproductive,GO:0031639,plasminogen activation,3/26,27/18870,6.644644654682228e-06,0.000427673492319547,0.0002969424931805359,APOH/F11/KLKB1,3,,
GO:1903035,Reproductive,GO:1903035,negative regulation of response to wounding,4/26,97/18870,8.9925118551534e-06,0.0005305581994540506,0.00036837745932952957,APOH/F11/KLKB1/VTN,4,,
GO:0007596,Reproductive,GO:0007596,blood coagulation,5/26,224/18870,1.2098704075307659e-05,0.0006212044838041082,0.0004313150370748119,APOH/F11/HGFAC/KLKB1/VTN,5,,
GO:0006641,Reproductive,GO:0006641,triglyceride metabolic process,4/26,106/18870,1.278505541964961e-05,0.0006212044838041082,0.0004313150370748119,APOA2/APOC2/APOH/TNXB,4,,
GO:0050817,Reproductive,GO:0050817,coagulation,5/26,229/18870,1.3461139875562844e-05,0.0006212044838041082,0.0004313150370748119,APOH/F11/HGFAC/KLKB1/VTN,5,,
