530,,FTSJD2,,SKIV2L2,,RBMS1,,LOC101060415,,IMPA1,,MSH6
531,,FUBP1,,SLC1A4,,RBMS3,,LOC101060541,,IMPDH2,,MSTO1
532,,FUBP3,,SLC1A5,,RBMXL2,,LOC101060723,,INA,,MTDH
533,,FUCA1,,SLC25A5,,RBMXL3,,LOC101060751,,INF2,,MTHFD1L
534,,FUS,,SLC25A6,,RCN1,,LOC391722,,INTS1,,MTMR12
535,,FUT8,,SLC2A5,,RCN2,,LOC653375,,INTS5,,MVD
536,,FXN,,SMAD4,,RCN3,,LOC729454,,IPO7,,MYBBP1A
537,,FXR1,,SMARCA4,,RFC4,,LPCAT1,,IPO9,,NAA10
538,,FXR2,,SMARCA5,,RHEB,,LPCAT2,,IQGAP1,,NAA15
539,,G3BP1,,SMARCAD1,,RIT1,,LPCAT3,,ISLR,,NAA50
540,,G3BP2,,SMC2,,RNF213,,LRP1,,ITCH,,NACA
541,,GABARAPL2,,SMU1,,RPAP3,,LRPAP1,,ITGAM,,NAMPT
542,,GABPA,,SNRNP200,,RPIA,,LRRC14,,ITGB2,,NAP1L1
543,,GABPB1,,SNRPD2,,RPP30,,LRRC57,,ITGB4,,NAPEPLD
544,,GADD45GIP1,,SNRPE,,RPRD1B,,LRRC59,,ITIH3,,NCAPD2
545,,GALNS,,SNRPG,,RPS27,,LRRC8C,,ITPA,,NCAPG
546,,GALNT2,,SOS1,,RRM2,,LRWD1,,ITPR3,,NCK1
547,,GALNT7,,SPG7,,RRP1,,LSM12,,IVNS1ABP,,NCKIPSD
548,,GANAB,,SPRYD3,,RRP12,,LSP1,,JAK1,,NCL
549,,GAPDH,,SRP19,,RRP15,,LTN1,,KANK2,,NCOA5
550,,GAPVD1,,SRPK2,,RRP1B,,LTV1,,KDSR,,NCSTN
551,,GAR1,,SRPR,,RRP9,,LUC7L2,,KHDRBS1,,NDRG1
552,,GARS,,SRRM1,,RRS1,,LUM,,KHSRP,,NDUFAB1
553,,GART,,SRRM2,,RSL1D1,,LUZP1,,KIF2A,,NEK7
554,,GATAD2A,,SRRT,,S100A11,,LXN,,KLC1,,NFKBIE
555,,GATAD2B,,SRSF9,,S100A8,,LYN,,KLHL36,,NFYC
556,,GBA,,SSRP1,,S100A9,,LYPLAL1,,KPNA1,,NIPBL
557,,GCDH,,STAT6,,SAP30BP,,LYZ,,KPNA2,,NIPSNAP1
558,,GCFC1,,STK3,,SART1,,MACF1,,KPNA5,,NMD3
559,,GCH1,,STK4,,SDCBP,,MAGED2,,KPNA6,,NME1-NME2
560,,GCLC,,STMN1,,SEC24D,,MAGOH,,KPNB1,,NME2
561,,GCN1L1,,STX16,,SEC61G,,MAGOHB,,KRT3,,NNMT
562,,GDAP1,,SUGP2,,SENP3,,MAN2B1,,KRT76,,NOA1
563,,GDI1,,SYMPK,,SEPHS1,,MAP1LC3B,,KRT78,,NOC2L
564,,GDI2,,SYNCRIP,,SERPINB5,,MAP1LC3B2,,KRT79,,NOC3L
565,,GDPGP1,,SYT11,,SERPINE2,,MAP1S,,KRT81,,NOL3
566,,GEMIN4,,TAF10,,SERPINF1,,MAP4K5,,KRT83,,NOL7
567,,GET4,,TAF9,,SERPINH1,,MAP7D1,,KRT84,,NOMO1
568,,GFM1,,TARS2,,SET,,MARK1,,KRT85,,NOMO2
569,,GFOD2,,TBL1X,,SF3A1,,MARK4,,KRT86,,NOMO3
570,,GFPT1,,TBL1XR1,,SF3A3,,MAT2B,,KRTCAP2,,NONO
571,,GGCT,,TBRG4,,SF3B14,,MBOAT7,,LAMA4,,NOP2
572,,GGH,,TCF20,,SH3GL2,,MCAT,,LARP1,,NPM1
573,,GID8,,TCP1,,SH3PXD2A,,MCM2,,LASP1,,NPM3
574,,GIGYF2,,TDRD7,,SH3PXD2B,,MCM3,,LBR,,NR2C2
575,,GLA,,TERF2,,SHMT2,,MCM6,,LCP1,,NRBP1
576,,GLRX3,,TEX10,,SKP1,,MCMBP,,LDHA,,NRD1
577,,GLRX5,,TFEB,,SLC16A3,,MCTS1,,LGALS1,,NRF1
578,,GLUL,,TFRC,,SLC2A1,,MCU,,LGALS3,,NSDHL
579,,GMDS,,THG1L,,SLC2A14,,ME2,,LGALS9B,,NSUN2
580,,GMFB,,THOC2,,SLC2A3,,MED27,,LGALS9C,,NT5DC2
581,,GMPS,,THOC3,,SLC37A3,,MED6,,LIMA1,,NUDC
582,,GNAZ,,TIA1,,SLC3A2,,MESDC2,,LIPA,,NUDT5
583,,GNB2L1,,TIMM44,,SLC4A1AP,,METRNL,,LMAN2,,NUP133
584,,GNE,,TIMM50,,SLC7A1,,METTL14,,LMF2,,NUP155
585,,GNL3,,TK1,,SMARCA1,,METTL3,,LMNA,,NUP43
586,,GNS,,TKT,,SMC1A,,MFN2,,LMNB1,,NUP50
587,,GOLM1,,TLK2,,SNRPA1,,MGAT2,,LPCAT1,,NUPL1
588,,GOLPH3,,TMCO1,,SNRPD1,,MIF,,LPCAT3,,NUTF2
589,,GORASP2,,TOE1,,SNRPD2,,MINA,,LPGAT1,,OBFC1
590,,GOSR1,,TOMM22,,SNRPE,,MKI67IP,,LPXN,,OCRL
591,,GOT1,,TOP1,,SNX12,,MLEC,,LRCH3,,OGT
592,,GOT2,,TOP2A,,SORD,,MMP2,,LRP1,,OLA1
593,,GPC1,,TOP2B,,SP140L,,MMP9,,LRRC25,,OPTN
594,,GPD2,,TPST2,,SPARC,,MMRN1,,LRRC40,,OS9
595,,GPX4,,TPT1,,SPG20,,MNDA,,LRRK2,,OSBPL8
596,,GRIA4,,TRAFD1,,SQLE,,MOGS,,LSM14A,,OSGEPL1
597,,GRP,,TRAP1,,SQSTM1,,MPO,,LSM14B,,OSTC
598,,GRWD1,,TRMT1,,SREK1,,MRTO4,,LSM2,,P4HA1
599,,GSK3A,,TRMT1L,,SRPR,,MSH6,,LSP1,,P4HA2
600,,GSK3B,,TRMT2A,,SSB,,MSN,,LTC4S,,P4HB
601,,GSS,,TRRAP,,STAG2,,MST1L,,LUC7L,,PABPC1
602,,GSTZ1,,TSC1,,STAT1,,MTDH,,LUC7L2,,PABPC1L
603,,GTF2A1,,TSR1,,STAU1,,MTHFD1,,LUC7L3,,PABPC1L2A
604,,GTF2B,,TTI1,,STK3,,MTHFD1L,,LYAR,,PABPC1L2B
605,,GTF2F1,,TTI2,,STX16,,MTHFS,,M6PR,,PABPC3
606,,GTF2F2,,TUBA1A,,STX6,,MX1,,MAEA,,PABPC4
607,,GTF2H2,,TUBA1B,,SYNCRIP,,MXRA5,,MAGI3,,PABPC4L
608,,GTF2H2C,,TUBA1C,,TAGLN2,,MYADM,,MAGOH,,PABPN1
609,,GTF2H2D,,TUBA3C,,TAP2,,MYH9,,MAGOHB,,PAICS
610,,GTF2I,,TUBA3D,,TARBP1,,MYL12A,,MAGT1,,PAIP1
611,,GTF3C1,,TUBA3E,,TBC1D2B,,MYL12B,,MAN1B1,,PAK2
612,,GTF3C3,,TUBA4A,,TBCE,,MYO1B,,MAP1A,,PAPOLB
613,,GTF3C4,,TUBA8,,TCOF1,,MYO1F,,MAP1B,,PAPSS1
614,,GTF3C5,,TUBB,,TFRC,,MYO1G,,MAP1S,,PARP1
615,,GTPBP1,,TUBB2A,,TGFBI,,MYO5A,,MAP2,,PATL1
616,,GTPBP4,,TUBB2B,,THBS1,,MYO9B,,MAP2K3,,PAWR
617,,GXYLT1,,TUBB3,,THY1,,NACC1,,MAP3K5,,PBRM1
618,,H1FX,,TUBB4A,,TIMM50,,NAPG,,MAP4,,PCBP1
619,,H2AFJ,,TUBB4B,,TIMM9,,NASP,,MAP4K4,,PCBP2
620,,H2AFY,,TUBB6,,TIMP1,,NBN,,MAPK1,,PCBP3
621,,H2AFY2,,TUBB8,,TKT,,NCAPD2,,MAPK14,,PCID2
622,,H3F3A,,TUBG1,,TMBIM1,,NCAPG,,MAPK3,,PCMT1
623,,H3F3B,,TUBG2,,TMED10,,NCBP2,,MAPKAPK2,,PCNA
624,,HACE1,,TUBGCP3,,TMEM230,,NCEH1,,MAPRE1,,PCYT1B
625,,HAT1,,TUT1,,TMEM63A,,NCF1,,MAPRE2,,PDCD11
626,,HAUS2,,TXNL1,,TMEM97,,NCL,,MATR3,,PDIA3
627,,HAX1,,TYMS,,TNC,,NCLN,,MCAM,,PDIA4
628,,HBS1L,,U2AF1,,TNS3,,NCOR2,,MCM3,,PDIA6
629,,HDAC1,,U2AF1L4,,TOMM22,,NDUFA3,,MDC1,,PDLIM2
630,,HDAC2,,U2AF2,,TOMM34,,NDUFA4,,ME1,,PDLIM4
631,,HDAC3,,U2SURP,,TOP1,,NEFH,,ME2,,PDS5A
632,,HDAC6,,UBA1,,TOP1MT,,NEFL,,MED15,,PDS5B
633,,HDGF,,UBAP2L,,TOP2A,,NEFM,,MET,,PEA15
634,,HDGFRP2,,UBE2D1,,TOR1AIP1,,NEK7,,METTL13,,PELO
635,,HDHD3,,UBE2G1,,TPD52L2,,NEK9,,METTL9,,PELP1
636,,HEATR3,,UBE2L3,,TPM4,,NFKB2,,MFAP1,,PES1
637,,HEATR5B,,UBE2N,,TRAP1,,NFS1,,MGAT1,,PEX14
638,,HEXIM1,,UBE3B,,TRIM24,,NFYB,,MICAL1,,PFDN2
639,,HINT1,,UBL4A,,TRIM28,,NFYC,,MICAL3,,PFDN4
640,,HIRA,,UBQLN1,,TRIM56,,NID2,,MIF,,PFKFB1
641,,HIRIP3,,UBR4,,TRIP12,,NMD3,,MLEC,,PFKFB3
642,,HIST1H1A,,UBR5,,TSPAN6,,NME1,,MNDA,,PGM3
643,,HIST1H1B,,UBR7,,TSR1,,NME1-NME2,,MOB1A,,PHLDB1
644,,HIST1H2AA,,UBXN7,,TXNDC9,,NME2,,MOB1B,,PIGU
645,,HIST1H2AB,,UHRF1,,TYMP,,NMI,,MOCS3,,PIH1D1
646,,HIST1H2AC,,UPF1,,U2AF2,,NMRAL1,,MOGS,,PIK3R4
647,,HIST1H2AD,,URB2,,U2SURP,,NNT,,MON1B,,PIN4
648,,HIST1H2AE,,UROD,,UBA1,,NOMO1,,MPG,,PLA2G15
649,,HIST1H2AG,,USP10,,UBA2,,NOMO2,,MSH2,,PLCG1
650,,HIST1H2AH,,USP11,,UBAP2L,,NOMO3,,MSH6,,PLOD1
651,,HIST1H2AI,,USP15,,UBE2H,,NONO,,MTDH,,PLOD3
652,,HIST1H2AJ,,USP28,,UBE2L6,,NOP2,,MTFP1,,PLXNA1
653,,HIST1H2AK,,USP34,,UBL4A,,NOX3,,MTHFD1L,,PNN
654,,HIST1H2AL,,USP4,,UBXN7,,NPTN,,MTMR1,,PNP
655,,HIST1H2AM,,UTP14A,,UCHL3,,NRD1,,MTMR14,,POFUT1
656,,HIST1H2BB,,UTP15,,UFD1L,,NSF,,MTMR9,,POGK
657,,HIST1H2BC,,VDAC1,,UGGT2,,NSMCE1,,MTPN,,POLD1
658,,HIST1H2BD,,VDAC3,,UQCC,,NSUN2,,MTR,,POLD2
659,,HIST1H2BE,,VPS45,,USP14,,NT5C3B,,MVP,,POLDIP2
660,,HIST1H2BF,,WASH1,,UTP15,,NUCB1,,MX1,,POLR2A
661,,HIST1H2BG,,WDR11,,UTP20,,NUDC,,MYBBP1A,,PON2
662,,HIST1H2BH,,WDR18,,UTP6,,NUDCD2,,MYCBP2,,POP1
663,,HIST1H2BI,,WDR3,,UVRAG,,NUMB,,MYO1F,,POU2F2
664,,HIST1H2BJ,,WDR33,,UXT,,NUP107,,MYO1G,,POU2F3
665,,HIST1H2BK,,WDR4,,VARS,,NUP37,,MYO9B,,PPAN
666,,HIST1H2BL,,WDR75,,VCAN,,NUP93,,MYOF,,PPAN-P2RY11
667,,HIST1H2BM,,WEE1,,VMA21,,NUP98,,MZT1,,PPFIA1
668,,HIST1H2BN,,XPO1,,WDFY1,,NXN,,MZT2A,,PPIB
669,,HIST1H2BO,,XPO6,,WDR26,,OAS2,,N6AMT1,,PPME1
670,,HIST1H3A,,XRCC5,,WDR46,,OAS3,,NAA10,,PPP1CA
671,,HIST1H3B,,YARS,,WRNIP1,,OCRL,,NAA15,,PPP1CC
672,,HIST1H3C,,YARS2,,XPO4,,OGFR,,NAA16,,PPP1R18
673,,HIST1H3D,,ZBTB7A,,XPO5,,OLFML3,,NAA25,,PPP1R3D
674,,HIST1H3E,,ZC3H4,,XRCC4,,ORC2,,NAGK,,PPP2R1A
675,,HIST1H3F,,ZFP42,,YARS,,ORC4,,NAMPT,,PPP2R1B
676,,HIST1H3G,,ZNF101,,YME1L1,,OSBP,,NAP1L1,,PPP6C
677,,HIST1H3H,,ZNF326,,ZGPAT,,OSBPL3,,NASP,,PPP6R3
678,,HIST1H3I,,ZW10,,ZNF326,,P4HA1,,NAT10,,PRDX6
679,,HIST1H3J,,,,ZNF706,,P4HA2,,NBAS,,PREB
680,,HIST1H4A,,,,ZYX,,PABPC4,,NCBP1,,PRKCSH
681,,HIST1H4B,,,,,,PACS1,,NCDN,,PRMT7
682,,HIST1H4C,,,,,,PAFAH1B1,,NCEH1,,PROCR
683,,HIST1H4D,,,,,,PAICS,,NCK1,,PRPF19
684,,HIST1H4E,,,,,,PAK1,,NCKAP1,,PRPF39
685,,HIST1H4F,,,,,,PAK2,,NCKAP1L,,PRPF4
686,,HIST1H4H,,,,,,PALLD,,NCL,,PRPF6
687,,HIST1H4I,,,,,,PALM2-AKAP2,,NCSTN,,PRPF8
688,,HIST1H4J,,,,,,PARP1,,NDRG1,,PRPS1
689,,HIST1H4K,,,,,,PARP14,,NDRG3,,PRRC1
690,,HIST1H4L,,,,,,PARP9,,NECAP1,,PRRC2C
691,,HIST2H2AA3,,,,,,PARVG,,NECAP2,,PSMC6
692,,HIST2H2AA4,,,,,,PATL1,,NEFH,,PSMD12
693,,HIST2H2AC,,,,,,PAWR,,NEFL,,PSMD13
694,,HIST2H2BE,,,,,,PBXIP1,,NEFM,,PSMD4
695,,HIST2H2BF,,,,,,PCBD2,,NEK6,,PSMD7
696,,HIST2H3A,,,,,,PCNA,,NEK7,,PSME4
697,,HIST2H3C,,,,,,PCYT1A,,NEK9,,PTBP1
698,,HIST2H3D,,,,,,PCYT1B,,NFKB1,,PTDSS1
699,,HIST2H4A,,,,,,PDAP1,,NID2,,PTGES3
700,,HIST2H4B,,,,,,PDIA3,,NMD3,,PTPN1
701,,HIST3H2A,,,,,,PDIA4,,NME1,,PTRH2
702,,HIST3H2BB,,,,,,PDIA5,,NME1-NME2,,PUS7
703,,HIST3H3,,,,,,PDLIM1,,NME7,,PWP1
704,,HIST4H4,,,,,,PDLIM4,,NMI,,PYCR1
705,,HLCS,,,,,,PDLIM7,,NMT1,,PYCR2
706,,HMG20A,,,,,,PELP1,,NMT2,,QKI
707,,HMGA1,,,,,,PES1,,NOC2L,,RAB18
708,,HMGB2,,,,,,PFDN1,,NOL11,,RAB2A
709,,HMGB3,,,,,,PFDN2,,NOL3,,RAB2B
710,,HMGCS1,,,,,,PFDN4,,NOL6,,RAB31
711,,HMGN1,,,,,,PFKFB1,,NONO,,RAB34
712,,HMGN2,,,,,,PFN2,,NOP2,,RAB3GAP1
713,,HMGN4,,,,,,PGK1,,NOP56,,RAB3GAP2
714,,HN1,,,,,,PGK2,,NOP58,,RAB7A
715,,HN1L,,,,,,PGP,,NOTCH2,,RALYL
716,,HNRNPA0,,,,,,PGRMC1,,NRP1,,RAN
717,,HNRNPA1,,,,,,PHB,,NSF,,RANBP1
718,,HNRNPA1L2,,,,,,PHIP,,NSFL1C,,RANBP6
719,,HNRNPA2B1,,,,,,PI4K2A,,NSUN2,,RANBP9
720,,HNRNPA3,,,,,,PIK3R1,,NT5C,,RANGAP1
721,,HNRNPAB,,,,,,PIP4K2B,,NT5DC1,,RAPGEF1
722,,HNRNPC,,,,,,PITPNB,,NUB1,,RASA1
723,,HNRNPCL1,,,,,,PITRM1,,NUBP1,,RASSF4
724,,HNRNPCP5,,,,,,PLBD2,,NUCB1,,RBBP4
725,,HNRNPD,,,,,,PLCG2,,NUDCD1,,RBBP7
726,,HNRNPDL,,,,,,PLEC,,NUDCD3,,RBM12
727,,HNRNPF,,,,,,PLEK,,NUDT16,,RBM12B
728,,HNRNPH1,,,,,,PLEKHO2,,NUP107,,RBM15
729,,HNRNPH2,,,,,,PLG,,NUP133,,RBM19
730,,HNRNPH3,,,,,,PLGRKT,,NUP153,,RBM23
731,,HNRNPK,,,,,,PLOD1,,NUP155,,RBM33
732,,HNRNPL,,,,,,PLOD3,,NUP188,,RBM39
733,,HNRNPLL,,,,,,PLS3,,NUP205,,RBM42
734,,HNRNPM,,,,,,PLTP,,NUP214,,RBM8A
735,,HNRNPR,,,,,,PML,,NUP35,,RBMS1
736,,HNRNPU,,,,,,PNKP,,NUP43,,RCC2
737,,HNRNPUL1,,,,,,PNPO,,NUP50,,RCN3
738,,HNRNPUL2,,,,,,POLD2,,NUP54,,RECQL
739,,HOOK1,,,,,,POLE3,,NUP85,,REEP4
740,,HPRT1,,,,,,POLR2D,,NUP88,,RFC1
741,,HRAS,,,,,,POLR2H,,OAS2,,RFC2
742,,HS2ST1,,,,,,PON2,,OAS3,,RFC4
743,,HSD17B10,,,,,,POSTN,,OGFR,,RHEB
744,,HSD17B7,,,,,,POTEJ,,OLA1,,RIPK2
745,,HSP90AA1,,,,,,PPFIA1,,OTUB1,,RNF126
746,,HSP90AB1,,,,,,PPIAL4A,,OTUD4,,RNF181
747,,HSPA14,,,,,,PPIAL4B,,P2RX4,,RNF20
748,,HSPA2,,,,,,PPIAL4C,,P4HA1,,RNF40
749,,HSPA4,,,,,,PPIAL4G,,P4HA2,,RNPS1
750,,HSPA4L,,,,,,PPIB,,P4HB,,RPA3
751,,HSPA8,,,,,,PPIL1,,PA2G4,,RPL13A
752,,HSPA9,,,,,,PPIL3,,PABPC1,,RPL14
753,,HSPB11,,,,,,PPM1A,,PABPC3,,RPL30
754,,HSPBP1,,,,,,PPM1B,,PAFAH1B1,,RPL4
755,,HSPD1,,,,,,PPM1G,,PAICS,,RPL7A
756,,HSPE1,,,,,,PPP1CB,,PAIP1,,RPL7L1
757,,HSPE1-MOB4,,,,,,PPP1R18,,PAK1,,RPL9
758,,HSPH1,,,,,,PPT1,,PAK1IP1,,RPLP2
759,,HTATSF1,,,,,,PREB,,PAK2,,RPN2
760,,HUWE1,,,,,,PRG2,,PAPOLA,,RPRD1A
761,,HYOU1,,,,,,PRKAG1,,PARP10,,RPRD1B
762,,IARS,,,,,,PRKAG2,,PARP12,,RPRD2
763,,ICT1,,,,,,PRKCSH,,PARP14,,RPS12
764,,IDH2,,,,,,PRKDC,,PARP4,,RPS19
765,,IDI1,,,,,,PRMT1,,PARP9,,RPS2
766,,IFT27,,,,,,PROSC,,PBXIP1,,RPS3
767,,IGBP1,,,,,,PRPF19,,PCBP1,,RPS6
768,,IGF2BP1,,,,,,PRPF6,,PCBP2,,RPS6KA4
769,,IGF2BP3,,,,,,PRTN3,,PCBP3,,RPS6KB1
770,,IGSF3,,,,,,PSAP,,PCM1,,RRAGC
771,,IK,,,,,,PSMA1,,PCNA,,RRAGD
772,,IKBKAP,,,,,,PSMA7,,PCYT1B,,RRBP1
773,,ILF2,,,,,,PSMA8,,PDCD11,,RRM1
774,,ILF3,,,,,,PSMB1,,PDCD5,,RRM2
775,,ILKAP,,,,,,PSMB5,,PDCD6,,RRP1
776,,IMP3,,,,,,PSMC2,,PDE4DIP,,RRP12
777,,IMPA2,,,,,,PSMC5,,PDE6D,,RRP15
778,,IMPAD1,,,,,,PSMD11,,PDIA3,,RSL1D1
779,,IMPDH2,,,,,,PSME1,,PDIA4,,S100A14
780,,INPPL1,,,,,,PTDSS1,,PDIA6,,S100A16
781,,INTS1,,,,,,PTGFRN,,PDK1,,SAAL1
782,,INTS10,,,,,,PTGS2,,PDS5A,,SAFB
783,,INTS2,,,,,,PTK2B,,PEA15,,SAFB2
784,,INTS3,,,,,,PTK7,,PECAM1,,SART1
785,,INTS5,,,,,,PTMA,,PES1,,SCAF11
786,,INTS6,,,,,,PTP4A1,,PFAS,,SCAF4
787,,INTS7,,,,,,PTP4A2,,PFDN1,,SCAMP3
788,,IPO11,,,,,,PTPLAD1,,PFDN2,,SCYL1
789,,IPO4,,,,,,PTPN1,,PFDN4,,SDAD1
790,,IPO5,,,,,,PTPN11,,PFDN6,,SDCBP
791,,IPO7,,,,,,PTPN12,,PFKL,,SDF4
792,,IPO9,,,,,,PTPRC,,PFKP,,SEC13
793,,IRF2BP2,,,,,,PTPRD,,PFN1,,SEC23A
794,,IRGQ,,,,,,PTPRE,,PGAM1,,SEC24A
795,,ISCA1,,,,,,PTRH1,,PGAM4,,SEC24D
796,,ISY1,,,,,,PUF60,,PGK1,,SEC63
797,,ISY1-RAB43,,,,,,PUM2,,PGK2,,SEL1L
798,,ITPA,,,,,,PUS7,,PGLS,,SELENOF
799,,ITPK1,,,,,,PXDN,,PGM1,,SENP3
800,,IVNS1ABP,,,,,,PXN,,PGM2L1,,SEPHS1
801,,JMJD6,,,,,,PYCR1,,PGM3,,SERPINH1
802,,KARS,,,,,,PYCR2,,PHF3,,SETD3
803,,KATNA1,,,,,,PYCRL,,PHIP,,SF3A2
804,,KATNAL1,,,,,,QKI,,PHKA2,,SF3B1
805,,KCTD1,,,,,,RAB13,,PHKB,,SF3B2
806,,KDM1A,,,,,,RAB15,,PHKG2,,SF3B3
807,,KDM2B,,,,,,RAB31,,PHLDB1,,SFN
808,,KDM3B,,,,,,RAB32,,PIGK,,SFXN4
809,,KDM5C,,,,,,RAB43,,PIGU,,SH3GL1
810,,KEAP1,,,,,,RAB6A,,PIK3CD,,SH3PXD2A
811,,KHDRBS1,,,,,,RAC2,,PIK3R1,,SHMT2
812,,KHDRBS3,,,,,,RAD23A,,PIP4K2A,,SIRT2
813,,KHSRP,,,,,,RALY,,PIP4K2B,,SLC12A9
814,,KIAA0020,,,,,,RAN,,PITPNB,,SLC25A17
815,,KIAA1244,,,,,,RANBP3,,PKD2,,SLC27A4
816,,KIAA1279,,,,,,RANBP6,,PKM,,SLC39A14
817,,KIAA1429,,,,,,RBBP4,,PKN1,,SLC3A2
818,,KIAA1468,,,,,,RBFOX2,,PLCB1,,SLC48A1
819,,KIAA1609,,,,,,RBM10,,PLCB4,,SLC4A1AP
820,,KIAA1704,,,,,,RBM14,,PLCH1,,SLFN11
821,,KIAA1967,,,,,,RBM15,,PLD3,,SMARCA1
822,,KIF1A,,,,,,RBM25,,PLEC,,SMARCA5
823,,KIF1B,,,,,,RBM4,,PLEK,,SMARCAD1
824,,KIF21A,,,,,,RBM8A,,PLEKHA2,,SMARCC1
825,,KIF2A,,,,,,RBMX,,PLEKHO2,,SMARCC2
826,,KIF5A,,,,,,RBMXL1,,PLIN2,,SMCHD1
827,,KIF5B,,,,,,RBP1,,PLIN3,,SMN1
828,,KIF5C,,,,,,RCC2,,PLOD1,,SMN2
829,,KLC1,,,,,,RCN1,,PLOD2,,SMPD4
830,,KLC2,,,,,,RCN2,,PLOD3,,SND1
831,,KLHL13,,,,,,RCN3,,PLXDC2,,SNRPA
832,,KPNA1,,,,,,RCOR1,,PLXNC1,,SNRPB2
833,,KPNA2,,,,,,RCOR3,,PLXND1,,SNW1
834,,KPNA4,,,,,,RDH11,,PM20D2,,SOD1
835,,KPNB1,,,,,,RDX,,PML,,SOGA3
836,,L2HGDH,,,,,,RECQL,,PMM2,,SOS1
837,,LANCL2,,,,,,RFC4,,PNN,,SPAG9
838,,LARP7,,,,,,RFC5,,POFUT2,,SPG11
839,,LARS,,,,,,RFTN1,,POLR1B,,SPG21
840,,LARS2,,,,,,RGPD5,,POLR2A,,SPIN1
841,,LAS1L,,,,,,RGPD6,,POLR2E,,SQSTM1
842,,LCLAT1,,,,,,RHEB,,POLR2L,,SRM
843,,LCMT1,,,,,,RHOG,,POLR3F,,SRP19
844,,LDHA,,,,,,RHOT2,,PON2,,SRP54
845,,LEFTY1,,,,,,RNASE2,,POU3F2,,SRP68
846,,LEPRE1,,,,,,RNASE3,,POU3F3,,SRPRB
847,,LETMD1,,,,,,RNASEH2B,,PPAT,,SRRM2
848,,LIG1,,,,,,RNF2,,PPFIBP1,,SRSF1
849,,LIG3,,,,,,RNF213,,PPIA,,SRSF11
850,,LMNB1,,,,,,RNMT,,PPIAL4A,,SRSF12
851,,LOC100294033,,,,,,RNPS1,,PPIAL4C,,SRSF2
852,,LOC100508781,,,,,,ROGDI,,PPIAL4D,,SRSF5
853,,LOC100996657,,,,,,RPA1,,PPIAL4E,,SRSF7
854,,LOC100996725,,,,,,RPL26,,PPIAL4F,,SRSF9
855,,LOC100996754,,,,,,RPL27,,PPIAL4H,,SRXN1
856,,LOC100996909,,,,,,RPL35A,,PPIB,,SSB
857,,LOC101060235,,,,,,RPL37,,PPIH,,SSR4
858,,LOC101060285,,,,,,RPN1,,PPIP5K2,,SSRP1
859,,LOC101060301,,,,,,RPS11,,PPM1F,,SSSCA1
860,,LOC101060318,,,,,,RPS15A,,PPME1,,SSU72
861,,LOC101060415,,,,,,RPS27A,,PPP1R12A,,ST5
862,,LOC101060433,,,,,,RPS3,,PPP1R7,,STAG1
863,,LOC101060471,,,,,,RPS6KA1,,PPP1R8,,STAU1
864,,LOC101060518,,,,,,RPS6KA4,,PPP1R9B,,STK3
865,,LOC101060521,,,,,,RPS9,,PPP2CA,,STK4
866,,LOC101060522,,,,,,RRAGD,,PPP2CB,,STMN1
867,,LOC101060541,,,,,,RRBP1,,PPP2R1A,,STRAP
868,,LOC101060723,,,,,,RRM2,,PPP3CA,,STRN
869,,LOC390956,,,,,,RRP12,,PPP3CB,,STX5
870,,LOC649330,,,,,,RTN4,,PPP3CC,,SUDS3
871,,LONP1,,,,,,S100A13,,PPP4C,,SUMF1
872,,LPCAT4,,,,,,S100A2,,PPP4R2,,SUPT16H
873,,LPGAT1,,,,,,S100A4,,PPP6R3,,SURF4
874,,LRBA,,,,,,S100A6,,PPT1,,SYAP1
875,,LRPPRC,,,,,,S100A7,,PPWD1,,SYNCRIP
876,,LRRC40,,,,,,S100A7A,,PRDX4,,TACC3
877,,LRRC47,,,,,,SAE1,,PREP,,TAF4B
878,,LRRC59,,,,,,SAFB,,PRKCSH,,TAGLN2
879,,LRWD1,,,,,,SAMHD1,,PRKD2,,TARS
880,,LSM12,,,,,,SAMM50,,PRKDC,,TBC1D15
881,,LSM14A,,,,,,SART3,,PRMT1,,TBC1D23
882,,LSM14B,,,,,,SCARB2,,PRPF3,,TBCB
883,,LSM2,,,,,,SCPEP1,,PRPF38B,,TBCD
884,,LSM3,,,,,,SEC16A,,PRPF4,,TBCE
885,,LSM4,,,,,,SEC23A,,PRPF40A,,TBL1X
886,,LUC7L,,,,,,SEC23IP,,PRPF8,,TBRG4
887,,LUC7L2,,,,,,SEC24A,,PRPH,,TCEA1
888,,LUC7L3,,,,,,SEC24D,,PRPS1,,TCOF1
889,,LYRM2,,,,,,SEC31A,,PRPS1L1,,TDRKH
890,,LYRM7,,,,,,SEH1L,,PRPS2,,TFEB
891,,LZIC,,,,,,SELENOF,,PRPSAP1,,TFRC
892,,LZTS1,,,,,,SEPTIN11,,PRPSAP2,,THADA
893,,MADD,,,,,,SEPTIN6,,PRRC1,,THBS2
894,,MAEA,,,,,,SEPTIN8,,PRUNE2,,THOC1
895,,MAFG,,,,,,SEPTIN9,,PSMA3,,THOC2
896,,MAGED2,,,,,,SERPINA1,,PSMA4,,THOC3
897,,MAGOH,,,,,,SERPINA3,,PSMA6,,THOC6
898,,MAGOHB,,,,,,SERPINA5,,PSMA7,,THOP1
899,,MAK16,,,,,,SERPINB10,,PSMB1,,TIA1
900,,MAP1A,,,,,,SERPINF1,,PSMB10,,TIMM50
